Year,Title,Journal,Authors,Category,Endorsement
2011,The Role Of Cosmic And Ionospheric Disturbances In Global Climatic Changes And Pipeline Corrosion,Izvestiya Atmospheric And Oceanic Physics,Avakyan| Sv; Voronin| Na,4,4
2011,The Role Of Energy-service Demand Reduction In Global Climate Change Mitigation: Combining Energy Modelling And Decomposition Analysis,Energy Policy,Kesicki| F; Anandarajah| G,3,3
2011,The Role Of Natural Climatic Variation In Perturbing The Observed Global Mean Temperature Trend,Climate Dynamics,Hunt| Bg,4,3
2011,The Role Of Palladium In A Hydrogen Economy,Materials Today,Adams| Bd; Chen| Ac,3,2
2011,The Role Of Weather In Mediating The Effect Of Mercury Exposure On Reproductive Success In Tree Swallows,Ecotoxicology,Hallinger| Kk; Cristol| Da,2,4
2011,The Roles Of Climatic Factors In Spatial Patterns Of Alien Invasive Plants From America Into China,Biodiversity And Conservation,Feng| Jm; Zhang| Z; Nan| Ry,2,4
2011,The Sensitivity Of The Indian Summer Monsoon To A Global Warming Of 2a Degrees C With Respect To Pre-industrial Times,Climate Dynamics,May| W,2,2
2011,The Sima De Los Huesos (burgos| Northern Spain): Palaeoenvironment And Habitats Of Homo Heidelbergensis During The Middle Pleistocene,Quaternary Science Reviews,Garcia| N; Arsuaga| Jl,5,4
2011,The Single-process Biochemical Reaction Of Rubisco: A Unified Theory And Model With The Effects Of Irradiance| Co(2) And Rate-limiting Step On The Kinetics Of C(3) And C(4) Photosynthesis From Gas Exchange,Biosystems,Farazdaghi| H,4,4
2011,The Solar Influence On The Probability Of Relatively Cold Uk Winters In The Future,Environmental Research Letters,Lockwood| M; Harrison| Rg; Owens| Mj; Barnard| L; Woollings| T; Steinhilber| F,4,4
2011,The Temporal And Spatial Structures Of Recent And Future Trends In Extreme Indices Over Korea From A Regional Climate Projection,International Journal Of Climatology,Im| Es; Jung| Iw; Bae| Dh,2,4
2011,The Urgent Need For Universities To Comprehensively Address Global Climate Change Across Disciplines And Programs,Environmental Management,Lemons| J,3,3
2011,The Vertical Farm: Controlled Environment Agriculture Carried Out In Tall Buildings Would Create Greater Food Safety And Security For Large Urban Populations,Journal Fur Verbraucherschutz Und Lebensmittelsicherheit-journal Of Consumer Protection And Food Safety,Despommier| D,3,4
2011,Theoretical Investigation Of The Gas-phase Reactions Of (cf(3))(2)choch(3) With Oh Radical,Chemical Physics Letters,Devi| Kj; Chandra| Ak,4,4
2011,Thermal Constraints For Range Expansion Of The Invasive Green Mussel| Perna Viridis| In The Southeastern United States,Journal Of Experimental Zoology Part A-ecological Genetics And Physiology,Urian| Ag; Hatle| Jd; Gilg| Mr,2,4
2011,Thermal Constraints On Embryonic Development As A Proximate Cause For Elevational Range Limits In Two Mediterranean Lacertid Lizards,Ecography,Monasterio| C; Shoo| Lp; Salvador| A; Siliceo| I; Diaz| Ja,2,4
2011,Thermal Ecology On An Exposed Algal Reef: Infrared Imagery A Rapid Tool To Survey Temperature At Local Spatial Scales,Coral Reefs,Cox| Te; Smith| Cm,4,4
2011,Thermal Genetic Adaptation In The Water Flea Daphnia And Its Impact: An Evolving Metacommunity Approach,Integrative And Comparative Biology,De Meester| L; Van Doorslaer| W; Geerts| A; Orsini| L; Stoks| R,2,4
2011,Thermal Performance Curves| Phenotypic Plasticity| And The Time Scales Of Temperature Exposure,Integrative And Comparative Biology,Schulte| Pm; Healy| Tm; Fangue| Na,2,4
2011,Thermal Regions In Light Of Contemporary Climate Change In Poland,Polish Journal Of Environmental Studies,Ziernicka-wojtaszek| A; Zawora| T,2,4
2011,Thermodynamics Of Cercarial Survival And Metabolism In A Changing Climate,Parasitology,Morley| Nj,2,4
2011,Thermotolerance And Hsp70 Heat Shock Response In The Cold-stenothermal Chironomid Pseudodiamesa Branickii (ne Italy),Cell Stress & Chaperones,Bernabo| P; Rebecchi| L; Jousson| O; Martinez-guitarte| Jl; Lencioni| V,2,4
2011,Thermotolerance And The Effects Of Hypercapnia On The Metabolic Rate Of The Ophiuroid Ophionereis Schayeri: Inferences For Survivorship In A Changing Ocean,Journal Of Experimental Marine Biology And Ecology,Christensen| Ab; Nguyen| Hd; Byrne| M,2,3
2011,Three Views Of Two Degrees,Regional Environmental Change,Jaeger| Cc; Jaeger| J,4,3
2011,Time Delay Of Global Warming,International Journal Of Global Warming,Budzianowski| Wm,4,4
2011,Toward 3d Spatial Dynamic Field Simulation Within Gis Using Kinetic Voronoi Diagram And Delaunay Tetrahedralization,International Journal Of Geographical Information Science,Beni| Lh; Mostafavi| Ma; Pouliot| J; Gavrilova| M,4,4
2011,Toward A Quantitative Estimate Of Future Heat Wave Mortality Under Global Climate Change,Environmental Health Perspectives,Peng| Rd; Bobb| Jf; Tebaldi| C; Mcdaniel| L; Bell| Ml; Dominici| F,2,3
2011,Toward Carbon Dioxide Capture Using Nanoporous Materials,Pure And Applied Chemistry,D'alessandro| Dm; Mcdonald| T,3,3
2011,Towards A General Relationship Between Climate Change And Biodiversity: An Example For Plant Species In Europe,Regional Environmental Change,Alkemade| R; Bakkenes| M; Eickhout| B,2,4
2011,Towards Space Based Verification Of Co2 Emissions From Strong Localized Sources: Fossil Fuel Power Plant Emissions As Seen By A Carbonsat Constellation,Atmospheric Measurement Techniques,Velazco| Va; Buchwitz| M; Bovensmann| H; Reuter| M; Schneising| O; Heymann| J; Krings| T; Gerilowski| K; Burrows| Jp,4,2
2011,Toxicity Of Water-soluble Fractions Of Biodiesel Fuels Derived From Castor Oil| Palm Oil| And Waste Cooking Oil,Environmental Toxicology And Chemistry,Leite| Mbnl; De Araujo| Mms; Nascimento| Ia; Da Cruz| Acs; Pereira| Sa; Do Nascimento| Nc,3,3
2011,Traci 2.0: The Tool For The Reduction And Assessment Of Chemical And Other Environmental Impacts 2.0,Clean Technologies And Environmental Policy,Bare| J,3,4
2011,Trans-pacific And Trans-arctic Pathways Of The Intertidal Macroalga Fucus Distichus L. Reveal Multiple Glacial Refugia And Colonizations From The North Pacific To The North Atlantic,Journal Of Biogeography,Coyer| Ja; Hoarau| G; Van Schaik| J; Luijckx| P; Olsen| Jl,2,4
2011,Transcending The Adaptation/mitigation Climate Change Science Policy Debate: Unmasking Assumptions About Adaptation And Resilience,Weather Climate And Society,Jennings| Tl,4,3
2011,Transcriptomic Resilience To Global Warming In The Seagrass Zostera Marina| A Marine Foundation Species,Proceedings Of The National Academy Of Sciences Of The United States Of America,Franssen| Su; Gu| J; Bergmann| N; Winters| G; Klostermeier| Uc; Rosenstiel| P; Bornberg-bauer| E; Reusch| Tbh,2,4
2011,Transient Regional Climate Change: Analysis Of The Summer Climate Response In A High-resolution| Century-scale Ensemble Experiment Over The Continental United States,Journal Of Geophysical Research-atmospheres,Diffenbaugh| Ns; Ashfaq| M; Scherer| M,4,3
2011,Translocation As A Novel Approach To Study Effects Of A New Breeding Habitat On Reproductive Output In Wild Birds,Plos One,Burger| C; Both| C,2,4
2011,Transplantation Of Organic Surface Horizons Of Boreal Soils Into Warmer Regions Alters Microbiology But Not The Temperature Sensitivity Of Decomposition,Global Change Biology,Vanhala| P; Karhu| K; Tuomi| M; Bjorklof| K; Fritze| H; Hyvarinen| H; Liski| J,2,4
2011,Tree And Shrub Expansion Over The Past 34 Years At The Tree-line Near Abisko| Sweden,Ambio,Rundqvist| S; Hedenas| H; Sandstrom| A; Emanuelsson| U; Eriksson| H; Jonasson| C; Callaghan| Tv,2,4
2011,Tree Ring Evidence Of A 20th Century Precipitation Surge In The Monsoon Shadow Zone Of The Western Himalaya| India,Journal Of Geophysical Research-atmospheres,Yadav| Rr,5,4
2011,Tree-ring Reconstruction Of Groundwater Levels In Alberta| Canada: Long Term Hydroclimatic Variability,Dendrochronologia,Perez-valdivia| C; Sauchyn| D,2,4
2011,Trends In Indices For Extremes In Daily Temperature And Precipitation Over Utah| Usa,International Journal Of Climatology,Dos Santos| Cac; Neale| Cmu; Rao| Tvr; Da Silva| Bb,2,4
2011,Trends In Rainfall Exceedances In The Observed Record In Selected Areas Of The United States,Journal Of The American Water Resources Association,Bonnin| Gm; Maitaria| K; Yekta| M,2,4
2011,Trends In Research On Global Climate Change: A Science Citation Index Expanded-based Analysis,Global And Planetary Change,Li| Jf; Wang| Mh; Ho| Ys,4,4
2011,Trends In Temperature Extremes In Association With Weather-intraseasonal Fluctuations In Eastern China,Advances In Atmospheric Sciences,Qian| C; Yan| Zw; Wu| Z; Fu| Cb; Tu| K,2,4
2011,Trends In The Polar Sea Ice Coverage Under Climate Change Scenario,Mausam,Prabhu| A; Mahajan| Pn; Khaladkar| Rm,2,4
2011,Trends Of Distributed Generation Development In Lithuania,Energy Policy,Miskinis| V; Norvaisa| E; Galinis| A; Konstantinaviciute| I,3,3
2011,Trends Of Groundwater Data From The Korean National Groundwater Monitoring Stations: Indication Of Any Change?,Geosciences Journal,Park| Yc; Jo| Yj; Lee| Jy,2,4
2011,Tritium Concentrations In The Atmospheric Environment At Rokkasho| Japan Before The Final Testing Of The Spent Nuclear Fuel Reprocessing Plant,Journal Of Environmental Radioactivity,Akata| N; Kakiuchi| H; Shima| N; Iyogi| T; Momoshima| N; Hisamatsu| S,4,4
2011,Tropical Cyclone Activity In Global Warming Scenario,Natural Hazards,Deo| Aa; Ganer| Dw; Nair| G,2,4
2011,Tropical Cyclones| Climate Change| And Scientific Uncertainty: What Do We Know| What Does It Mean| And What Should Be Done?,Climatic Change,Grossmann| I; Morgan| Mg,4,4
2011,Tropical Cyclones| Global Climate Change And The Role Of Quaternary Studies,Journal Of Quaternary Science,Nott| J,5,4
2011,Tropical Gradient Influences On Caribbean Rainfall,Journal Of Geophysical Research-atmospheres,Taylor| Ma; Stephenson| Ts; Owino| A; Chen| Aa; Campbell| Jd,2,4
2011,Tropical Warming In The Timor Sea Led Deglacial Antarctic Warming And Atmospheric Co(2) Rise By More Than 500 Yr,Earth And Planetary Science Letters,Sarnthein| M; Grootes| Pm; Holbourn| A; Kuhnt| W; Kuhn| H,5,4
2011,Typhoon Track Changes Associated With Global Warming,Journal Of Climate,Wang| Rf; Wu| Lg; Wang| C,2,3
2011,Uk Scenario Of Islanded Operation Of Active Distribution Networks With Renewable Distributed Generators,International Journal Of Electrical Power & Energy Systems,Chowdhury| Sp; Chowdhury| S; Crossley| Pa,3,4
2011,Uncertainties Associated With Quantifying Climate Change Impacts On Human Health: A Case Study For Diarrhea,Environmental Health Perspectives,Kolstad| Ew; Johansson| Ka,2,3
2011,Uncertainty In Climate Change Projections Of Discharge For The Mekong River Basin,Hydrology And Earth System Sciences,Kingston| Dg; Thompson| Jr; Kite| G,2,3
2011,Uncertainty In Water Resources Availability In The Okavango River Basin As A Result Of Climate Change,Hydrology And Earth System Sciences,Hughes| Da; Kingston| Dg; Todd| Mc,2,4
2011,Uncertainty Of Future Precipitation Change Due To Global Warming Associated With Sea Surface Temperature Change In The Tropical Pacific,Journal Of The Meteorological Society Of Japan,Ose| T; Arakawa| O,4,4
2011,Uncertainty| Rationality And Cooperation In The Context Of Climate Change,Climatic Change,Raihani| N; Aitken| D,3,3
2011,Understanding Changes In The Himalayan Cryosphere Using Remote Sensing Techniques,International Journal Of Remote Sensing,Kulkarni| Av; Rathore| Bp; Singh| Sk; Bahuguna| Im,2,4
2011,Up In The Clouds: Is Sustainable Use Of Tropical Montane Cloud Forests Possible In Malaysia?,Bioscience,Peh| Ksh; Soh| Mck; Sodhi| Ns; Laurance| Wf; Ong| Dj; Clements| R,3,4
2011,Updating The Carbon Footprint Of The Galician Fishing Activity (nw Spain),Science Of The Total Environment,Iribarren| D; Vazquez-rowe| I; Hospido| A; Moreira| Mt; Feijoo| G,3,3
2011,Upper Temperature Limits Of Tropical Marine Ectotherms: Global Warming Implications,Plos One,Nguyen| Kdt; Morley| Sa; Lai| Ch; Clark| Ms; Tan| Ks; Bates| Ae; Peck| Ls,2,4
2011,Upslope Migration Of Andean Trees,Journal Of Biogeography,Feeley| Kj; Silman| Mr; Bush| Mb; Farfan| W; Cabrera| Kg; Malhi| Y; Meir| P; Revilla| Ns; Quisiyupanqui| Mnr; Saatchi| S,2,4
2011,Urban And Rural Mortality Rates During Heat Waves In Berlin And Brandenburg| Germany,Environmental Pollution,Gabriel| Kma; Endlicher| Wr,2,4
2011,Urban Coastal Flooding And Climate Change,Journal Of Coastal Research,Diez| Jj; Esteban| Md; Paz| R; Lopez-gutierrez| Js; Negro| V; Monnot| Jv,4,4
2011,Urban Growth| Climate Change| And Freshwater Availability,Proceedings Of The National Academy Of Sciences Of The United States Of America,Mcdonald| Ri; Green| P; Balk| D; Fekete| Bm; Revenga| C; Todd| M; Montgomery| M,2,4
2011,Urban Health Inequities And The Added Pressure Of Climate Change: An Action-oriented Research Agenda,Journal Of Urban Health-bulletin Of The New York Academy Of Medicine,Friel| S; Hancock| T; Kjellstrom| T; Mcgranahan| G; Monge| P; Roy| J,3,4
2011,User- And Climate-tailored Design - A Vision And Chance For Global Acceptance Of Sustainable Building Solutions,Bautechnik,Wallbaum| H; Ostermeyer| Y; Goto| Y,3,4
2011,Using Ensemble Climate Projections To Assess Probabilistic Hydrological Change In The Nordic Region,Natural Hazards And Earth System Sciences,Wetterhall| F; Graham| Lp; Andreasson| J; Rosberg| J; Yang| W,2,4
2011,Using First Arrival Dates To Infer Bird Migration Phenology,Boreal Environment Research,Linden| A,4,4
2011,Using Plant Functional Traits To Explain Community Composition Across A Strong Environmental Filter In Australian Alpine Snowpatches,Plant Ecology,Venn| Se; Green| K; Pickering| Cm; Morgan| Jw,2,4
2011,Validating Satellite Phenology Through Intensive Ground Observation And Landscape Scaling In A Mixed Seasonal Forest,Remote Sensing Of Environment,Liang| La; Schwartz| Md; Fei| Sl,2,4
2011,Validation Of A Numerical Code For The Simulation Of A Short-term Co(2) Release In An Open Environment: Effect Of Wind Conditions And Obstacles,Journal Of Hazardous Materials,Papanikolaou| E; Heitsch| M; Baraldi| D,3,3
2011,Validation Of Soil Organic Carbon Dynamics Model In The Semi-arid Tropics In Niger| West Africa,Nutrient Cycling In Agroecosystems,Nakamura| S; Hayashi| K; Omae| H; Ramadjita| T; Dougbedji| F; Shinjo| H; Saidou| Ak; Tobita| S,4,4
2011,Valuing Energy Policy Attributes For Environmental Management: Choice Experiment Evidence From A Research Institution,Energy Policy,Komarek| Tm; Lupi| F; Kaplowitz| Md,3,3
2011,Variability And Decline In The Number Of Severe Tropical Cyclones Making Land-fall Over Eastern Australia Since The Late Nineteenth Century,Climate Dynamics,Callaghan| J; Power| Sb,4,4
2011,Variability In The Southern Annular Mode Determines Wildfire Activity In Patagonia,Geophysical Research Letters,Holz| A; Veblen| Tt,2,4
2011,Variation In Foliar Delta(15)n Among Oriental Oak (quercus Variabilis) Stands Over Eastern China: Patterns And Interactions,Journal Of Geochemical Exploration,Kang| Hz; Liu| Cj; Yu| Wj; Wu| Ll; Chen| Dm; Sun| X; Ma| Xp; Hu| Hb; Zhu| Xl,2,4
2011,Variation In Leaf Nitrogen And Phosphorus Stoichiometry In Picea Abies Across Europe: An Analysis Based On Local Observations,Forest Ecology And Management,Kang| Hz; Zhuang| Hl; Wu| Ll; Liu| Ql; Shen| Gr; Berg| B; Man| Rz; Liu| Cj,4,4
2011,Variation In The Distribution Of Ocean Shrimp (pandalus Jordani) Recruits: Links With Coastal Upwelling And Climate Change,Fisheries Oceanography,Hannah| Rw,2,4
2011,Varying Boreal Forest Response To Arctic Environmental Change At The Firth River| Alaska,Environmental Research Letters,Andreu-hayles| L; D'arrigo| R; Anchukaitis| Kj; Beck| Psa; Frank| D; Goetz| S,2,2
2011,Vector Competence Of New Zealand Mosquitoes For Selected Arboviruses,American Journal Of Tropical Medicine And Hygiene,Kramer| Ld; Chin| P; Cane| Rp; Kauffman| Eb; Mackereth| G,2,4
2011,Vegetation Feedback Under Future Global Warming,Theoretical And Applied Climatology,Jiang| Db; Zhang| Y; Lang| Xm,4,2
2011,Verification Of Conditions For Irrigation Water Application In Drainage Experimental Field In Avram Iancu| The Bihor County (sub-irrigation) With Drainvsubir Program,Journal Of Environmental Protection And Ecology,Sabau| Nc; Sandor| M; Domuta| C; Teusdea| Ac; Brejea| R; Domuta| C,2,4
2011,Vibrio Infections From Food And Sea Water,Bundesgesundheitsblatt-gesundheitsforschung-gesundheitsschutz,Alter| T; Appel| B; Bartelt| E; Dieckmann| R; Eichhorn| C; Erler| R; Frank| C; Gerdts| G; Gunzer| F; Huhn| S; Neifer| J; Oberheitmann| B; Strauch| E,2,4
2011,Visceral Leishmaniasis: An Update,Revue De Medecine Interne,Faucher| B; Piarroux| R,2,3
2011,Warm Water And Cool Nests Are Best. How Global Warming Might Influence Hatchling Green Turtle Swimming Performance,Plos One,Booth| Dt; Evans| A,2,4
2011,Warming Alters The Size Spectrum And Shifts The Distribution Of Biomass In Freshwater Ecosystems,Global Change Biology,Yvon-durocher| G; Montoya| Jm; Trimmer| M; Woodward| G,2,4
2011,Warming And Grazing Affect Soil Labile Carbon And Nitrogen Pools Differently In An Alpine Meadow Of The Qinghai-tibet Plateau In China,Journal Of Soils And Sediments,Rui| Yc; Wang| Sp; Xu| Zh; Wang| Yf; Chen| Cr; Zhou| Xq; Kang| Xm; Lu| Sb; Hu| Yg; Lin| Qy; Luo| Cy,2,4
2011,Warming Can Boost Denitrification Disproportionately Due To Altered Oxygen Dynamics,Plos One,Veraart| Aj; De Klein| Jjm; Scheffer| M,2,2
2011,Warming Climate Advances Breeding And Improves Synchrony Of Food Demand And Food Availability In A Boreal Passerine,Global Change Biology,Vatka| E; Orell| M; Rytkonen| S,2,4
2011,Warming Increases The Proportion Of Primary Production Emitted As Methane From Freshwater Mesocosms,Global Change Biology,Yvon-durocher| G; Montoya| Jm; Woodward| G; Jones| Ji; Trimmer| M,2,2
2011,Warming Increases The Spread Of An Invasive Thistle,Plos One,Zhang| R; Jongejans| E; Shea| K,2,4
